De acordo com os fundamentos da indução eletromagnética, o que ocorre microscopicamente quando um condutor reto de comprimento $L$ se move com velocidade $v$ perpendicular a um campo magnético uniforme $B$?	Os elétrons livres sofrem a ação da força magnética e se deslocam para uma das extremidades, gerando um campo elétrico interno.
O fluxo magnético ($\Phi$) é uma grandeza escalar fundamental para o estudo da indução. Como se comporta o fluxo quando a espira está posicionada paralelamente às linhas de campo magnético?	O fluxo é nulo, pois o ângulo entre o vetor campo magnético e a reta normal à superfície é de $90^\circ$.
A Lei de Lenz é essencial para determinar o sentido da corrente induzida. O que acontece quando aproximamos o polo Norte de um ímã de uma espira circular?	Surge uma corrente no sentido anti-horário para formar um polo Norte magnético na espira e repelir o ímã.
A Lei de Faraday-Neumann quantifica a força eletromotriz (fem) média induzida em um circuito. Qual é a interpretação física do sinal negativo na fórmula $e_m = - \frac{\Delta \Phi}{\Delta t}$?	Ele representa a oposição da fem induzida em relação à variação do fluxo magnético, conforme descrito pela Lei de Lenz.
Qual é a principal diferença estrutural e funcional entre um alternador e um dínamo na geração de energia elétrica?	O alternador usa anéis metálicos contínuos para gerar corrente alternada, enquanto o dínamo usa um comutador para retificar a corrente.
As correntes de Foucault (ou correntes parasitas) surgem em condutores maciços sob fluxos magnéticos variáveis. Qual é uma aplicação prática desejável e uma forma de minimizá-las quando indesejáveis?	São úteis em fornos de indução para fundir metais e podem ser minimizadas em transformadores usando núcleos de ferro laminado.
Sobre o funcionamento dos transformadores, por que eles são operados obrigatoriamente com corrente alternada (AC)?	Porque o transformador depende de um fluxo magnético variável para induzir uma corrente no enrolamento secundário.
No transporte de energia elétrica a longas distâncias, utilizam-se transformadores para elevar absurdamente a tensão. Qual é o objetivo técnico dessa estratégia?	Diminuir a intensidade da corrente elétrica para minimizar as perdas de energia por efeito Joule nos fios condutores.
O que representa o 'valor eficaz' de uma corrente alternada e como ele se relaciona com o valor máximo?	É a intensidade de uma corrente contínua hipotética que dissiparia a mesma energia no resistor; calcula-se por $i_{ef} = \frac{i_{máx}}{\sqrt{2}}$.
Um dos exemplos práticos citados nas fontes é o funcionamento dos instrumentos musicais elétricos. Como o som é produzido em uma guitarra elétrica?	A oscilação da corda magnetizada faz o fluxo variar através de uma bobina (captador), induzindo a corrente que é convertida em som.
