De acordo com a fórmula da força magnética sobre um condutor reto, $F_m = B \cdot i \cdot L \cdot \sin \theta$, o que ocorre com a força se o fio for posicionado paralelamente às linhas do campo magnético?	A força magnética será nula.
A Lei de Lenz é fundamental para determinar o sentido da corrente induzida. Qual é o princípio básico estabelecido por essa lei?	A corrente induzida tem um sentido que se opõe à variação do fluxo magnético que a originou.
O fluxo magnético ($\Phi$) através de uma superfície plana em um campo uniforme é calculado pela expressão $\Phi = B \cdot A \cdot \cos \theta$. Em qual situação o fluxo magnético através de uma espira será nulo?	Quando as linhas de indução são paralelas ao plano da espira.
Por que os núcleos de transformadores e outras máquinas elétricas são construídos com lâminas isoladas em vez de blocos metálicos maciços?	Para reduzir a intensidade das correntes de Foucault e a dissipação de energia por calor.
Considere dois fios condutores retilíneos, extensos e paralelos, percorridos por correntes elétricas de sentidos opostos. Qual será o comportamento da força magnética entre eles?	Os fios sofrerão uma força de repulsão.
Na medição da intensidade do vetor indução magnética, utilizamos a unidade Tesla ($T$) no SI. Qual é a relação de conversão para a unidade Gauss ($G$)?	$1\ T = 10^4\ G$
O que ocorre no fenômeno conhecido como autoindução ao fecharmos a chave de um circuito contendo uma bobina?	A corrente elétrica cresce gradativamente devido à aparição de uma força eletromotriz induzida contrária.
Conforme a Lei de Faraday-Neumann, a força eletromotriz induzida média ($e_m$) em um circuito depende de qual fator?	Da rapidez com que o fluxo magnético através do circuito varia no tempo.
No funcionamento de um motor elétrico de corrente contínua, qual é a função do comutador e das escovas?	Inverter o sentido da corrente no quadro ao atingir a posição de rotação nula para manter o movimento contínuo.
Um ímã em forma de barra é quebrado em dois pedaços. Baseado nas propriedades magnéticas da matéria, o que se observa após essa divisão?	Cada pedaço torna-se um novo ímã completo, possuindo polos norte e sul próprios.
