Definição: Eletroímã	Dispositivo composto por um núcleo de ferro envolto por bobinas condutoras que se imanta apenas com a passagem de corrente elétrica.
Qual é a função do prego de ferro doce na construção de um eletroímã experimental?	Atuar como núcleo ferromagnético para concentrar e intensificar as linhas de indução do campo magnético.
No experimento do eletroímã, como a adição de mais pilhas (aumento da corrente) afeta a força magnética?	A força de atração aumenta, pois a intensidade do campo magnético é proporcional à corrente elétrica.
Qual é a relação entre o número de espiras (voltas do fio) e a força de um eletroímã?	Quanto maior o número de espiras enroladas no núcleo, maior será a intensidade do campo magnético gerado.
O que acontece com as propriedades magnéticas do núcleo de ferro quando a corrente elétrica é interrompida?	O ferro se desimanta, demonstrando que o eletroímã possui magnetismo temporário.
Por que é necessário lixar as pontas do fio de cobre esmaltado antes de conectá-las à pilha?	Para remover a camada de esmalte isolante e permitir a condução elétrica entre o fio e a fonte de tensão.
Qual é a principal vantagem do uso de eletroímãs em guindastes industriais de sucata em comparação a ímãs permanentes?	A capacidade de controlar a ativação e desativação da força magnética ligando ou desligando a corrente.
No mecanismo de uma campainha elétrica, o que causa o movimento do martelo em direção ao sino?	A atração magnética exercida pelo eletroímã sobre a armadura de ferro quando o circuito é fechado.
Como se denomina a peça metálica que é atraída pelo eletroímã em dispositivos como campainhas e relés?	Armadura.
Cloze: No funcionamento de uma campainha, a atração da armadura pelo eletroímã acaba por _____ o contato elétrico, abrindo o circuito.	Desfazer
